"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","11.3.1","Dengue - RDT Test Positive","M11 [NVBDCP]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","14.3.1.a","Inpatient (Male)- Children<18yrs","M14 [Patient Services]","16","0","16","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","16.3.5","Number of Infant Deaths (1 -12 months) due to Others","M16 [Details of deaths reported with probable causes:]","1","NA","1","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","16.7.10","Number of Adolscent / Adult deaths due to Suicide","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","4.3.1.a","MTP up to 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","9.1.1","Child immunisation - Vitamin K1 (Birth Dose)","M9 [CHILD IMMUNISATION]","124","0","124","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","9.4.6","Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine","M9 [CHILD IMMUNISATION]","183","0","183","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","11.3.2","Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","14.6.4","Emergency - Snake Bite","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","14.8.1","Operation major (General and spinal anaesthesia)","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","9.8.3","Child immunisation - Vitamin A Dose - 9","M9 [CHILD IMMUNISATION]","29","NA","29","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","1.6.1.b","Out of above, number of PW found sero positive for syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","10.6","Childhood Diseases - Tetanus Neonatorum","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","6.4","Number of mothers provided 360 Calcium tablets after delivery","M6 [Post Natal Care (PNC)]","57","0","57","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","8.5","Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","9.1.13","Child immunisation - Hepatitis-B0 (Birth Dose)","M9 [CHILD IMMUNISATION]","86","0","86","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","14.4.1","Inpatient - Malaria","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","16.1","Infant deaths within 24 hrs(1 to 23 Hrs) of birth","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","2.2","Number of Institutional Deliveries conducted (Including C-Sections)","M2 [Deliveries]","129","1","130","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","11.1.1.a","Total Blood Smears Examined for Malaria","M11 [NVBDCP]","1188","NA","1188","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","14.7","Number of deaths occurring at Emergency Department","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","15.3.4.c","Number of Female (Non ANC)STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","0","NA","0","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","1.6.2.b","Number of pregnant women tested found sero positive for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","4.1.1.b","Live Birth - Female","M4 [Pregnancy outcome & details of new-born]","129","NA","129","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","4.3.1.b","MTP more than 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","8.4","Number of Postpartum (within 48 hours of delivery) IUCD insertions","M8 [Family Planning]","17","NA","17","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","8.17.5","Deaths following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","14.3.1.b","Inpatient (Male)- Adults","M14 [Patient Services]","6","NA","6","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","14.6.5","Emergency - Acute Caridiac Emergencies","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","1.2.1","Number of PW given TT1","M1 [Ante Natal Care (ANC)]","159","5","164","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","1.3.1","New cases of PW with hypertension detected","M1 [Ante Natal Care (ANC)]","4","NA","4","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","1.4.3","Number of PW having Hb level<7 (tested cases)","M1 [Ante Natal Care (ANC)]","6","NA","6","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","2.2","Number of Institutional Deliveries conducted (Including C-Sections)","M2 [Deliveries]","55","67","122","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","14.11","Number of Admission in NBSU ( New Born Stabilisation Unit)","M14 [Patient Services]","5","NA","5","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","14.17","Stock out rate of essential Drugs","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","16.2.3","Infant Deaths up to 4 weeks due to Other causes","M16 [Details of deaths reported with probable causes:]","1","NA","1","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","16.4.1","Number of Child Deaths (1 -5 years) due to Pneumonia","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","1.3.1.a","Out of the new cases of PW with hypertension detected, cases managed at institution","M1 [Ante Natal Care (ANC)]","1","NA","1","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","4.1.1.b","Live Birth - Female","M4 [Pregnancy outcome & details of new-born]","126","NA","126","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","4.3.2.a","Post Abortion/ MTP Complications Identified","M4 [Pregnancy outcome & details of new-born]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","9.5.3","Children more than 10 years received TT10","M9 [CHILD IMMUNISATION]","66","NA","66","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","14.1.4","Outpatient - Acute Heart Diseases","M14 [Patient Services]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","14.16","Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach","M14 [Patient Services]","184","NA","184","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","16.7.10","Number of Adolscent / Adult deaths due to Suicide","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","16.8.3","Number of Deaths due to Kala Azar","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","16.8.5","Number of Deaths due to Acute Encephelitis Syndrome (AES)","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","8.4","Number of Postpartum (within 48 hours of delivery) IUCD insertions","M8 [Family Planning]","1","0","1","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","4.1.1.a","Live Birth - Male","M4 [Pregnancy outcome & details of new-born]","50","1","51","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","6.3","Number of mothers provided full course of 180 IFA tablets after delivery","M6 [Post Natal Care (PNC)]","49","0","49","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","9.1.15","Child immunisation - Hepatitis-B2","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","14.1.6","Outpatient - Epilepsy","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","16.5.2","Number of Maternal Deaths due to High fever","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","4.1.2","Number of Pre term newborns ( < 37 weeks of pregnancy)","M4 [Pregnancy outcome & details of new-born]","2","0","2","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","14.14.2","Number of children discharged with target weight gain from the NRCs","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","15.1","Number of Lab Tests done","M15 [Laboratory Testing]","186","NA","186","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","15.3.1.a","Male HIV - Number Tested","M15 [Laboratory Testing]","0","0","0","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","1.6.1.b","Out of above, number of PW found sero positive for syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","9.1.11","Child immunisation - OPV2","M9 [CHILD IMMUNISATION]","489","5","494","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","10.3","Childhood Diseases - Sepsis","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","14.1.9","Outpatient - Oncology","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","6.1","Women receiving 1st post partum checkup within 48 hours of home delivery","M6 [Post Natal Care (PNC)]","12","NA","12","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","10.12","Childhood Diseases - Diarrhoea treated in Inpatients","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","6","6","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","9.3.1","Child immunisation - Measles & Rubella (MR)- 1st Dose","M9 [CHILD IMMUNISATION]","88","NA","88","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","14.12.3","Outborn – Male","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","1.4.1","Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs","M1 [Ante Natal Care (ANC)]","318","0","318","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","3.1","Total C -Section deliveries performed","M3 [Number of Caesarean (C-Section) deliveries]","0","26","26","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","3.1.1","C-sections, performed at night (8 PM- 8 AM)","M3 [Number of Caesarean (C-Section) deliveries]","0","11","11","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","5.1","Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)","M5 [Complicated Pregnancies]","2","0","2","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","9.3.2","Child immunisation - Measles-1st dose","M9 [CHILD IMMUNISATION]","0","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","14.11","Number of Admission in NBSU ( New Born Stabilisation Unit)","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","8.13","Number of Condom pieces distributed","M8 [Family Planning]","2183","0","2183","NA"
"Assam","Cachar","Silchar Urban","2019-2020","April","9.1.16","Child immunisation - Hepatitis-B3","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Silchar Urban","2019-2020","April","14.12.4","Outborn - Female","M14 [Patient Services]","72","0","72","0"
"Assam","Cachar","Sonai BPHC","2019-2020","April","1.2.3","Number of PW given TT Booster","M1 [Ante Natal Care (ANC)]","82","0","82","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","8.1.1","Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","8.11","Injectable Contraceptive-Antara Program- Fourth or more than fourth","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","8.17.2","Complications following female sterilization","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","9.1.4","Child immunisation - DPT2","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","9.1.12","Child immunisation - OPV3","M9 [CHILD IMMUNISATION]","589","0","589","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","10.2","Childhood Diseases - Asthma","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","14.1.1","Outpatient - Diabetes","M14 [Patient Services]","46","0","46","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","16.3.4","Number of Infant Deaths (1 -12 months) due to Measles","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Silchar Urban","2019-2020","April","1.6.2.e","Number of babies treated for congenital Syphilis","M1 [Ante Natal Care (ANC)]","0","0","0","0"
"Assam","Cachar","Silchar Urban","2019-2020","April","6.1","Women receiving 1st post partum checkup within 48 hours of home delivery","M6 [Post Natal Care (PNC)]","0","0","0","0"
"Assam","Cachar","Silchar Urban","2019-2020","April","9.1.20","Child immunisation - Rotavirus 2","M9 [CHILD IMMUNISATION]","225","105","11","319"
"Assam","Cachar","Silchar Urban","2019-2020","April","10.2","Childhood Diseases - Asthma","M10 [Number of cases of Childhood Diseases (0-5 years)]","2","0","2","0"
"Assam","Cachar","Silchar Urban","2019-2020","April","11.1.2.c","Malaria (RDT) - Plamodium Falciparum test positive","M11 [NVBDCP]","0","0","0","0"
"Assam","Cachar","Sonai BPHC","2019-2020","April","1.3.2","Number of Eclampsia cases managed during delivery","M1 [Ante Natal Care (ANC)]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","11.1.1.b","Malaria (Microscopy Tests ) - Plasmodium Vivax test positive","M11 [NVBDCP]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","12.1.2.a","Out of registered, Girls received clinical services","M12 [Adolscent Health]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","14.8.6","Number of blood units issued","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","8.2.4","Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","1.2.8","Number of PW given ANC Corticosteroids in Pre Term Labour","M1 [Ante Natal Care (ANC)]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","6.2","Women receiving 1st post partum checkup between 48 hours and 14 days","M6 [Post Natal Care (PNC)]","291","21","312","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","7.1.2","New RTI/STI cases identified - Female","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","13.1","Number of on-going DOTS patients registered","M13 [Directly Observed Treatment, Short-course (DOTS)]","34","0","34","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","14.3.2.a","Inpatient (Female)- Children<18yrs","M14 [Patient Services]","25","32","57","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","14.8.1","Operation major (General and spinal anaesthesia)","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","8.2.4","Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","10.13","Children admitted with upper respiratory infections","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","1.2.7","Number of PW received 4 or more ANC check ups","M1 [Ante Natal Care (ANC)]","151","0","151","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","4.2","Abortion (spontaneous)","M4 [Pregnancy outcome & details of new-born]","1","0","1","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","14.5","Patients registered at Emergency Department","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","14.8.7","Number of blood transfusions done","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","16.5.1","Number of Maternal Deaths due to Bleeding","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","16.7.5","Number of Adolscent / Adult deaths due to HIV/AIDS","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","1.1","Total number of pregnant women registered for ANC","M1 [Ante Natal Care (ANC)]","414","NA","414","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","8.2.1","Number of Laparoscopic sterilizations (excluding post abortion) conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","11.1.2.c","Malaria (RDT) - Plamodium Falciparum test positive","M11 [NVBDCP]","0","NA","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","12.1.1.a","Girls registered in AFHC","M12 [Adolscent Health]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","16.4.3","Number of Child Deaths (1 -5 years) due to Fever related","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","1.5.2","Number of PW tested positive for GDM","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","8.2.3","Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","9.7.1","Immunisation sessions planned","M9 [CHILD IMMUNISATION]","243","1","244","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","15.2.1","Number of Hb tests conducted","M15 [Laboratory Testing]","1363","NA","1363","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","15.3.3.a","Number of pregnant women screened for HIV","M15 [Laboratory Testing]","558","NA","558","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","8.17.6","Deaths following female sterilization","M8 [Family Planning]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","9.5.4","Children more than 16 years received TT16","M9 [CHILD IMMUNISATION]","59","NA","59","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","1.3.1","New cases of PW with hypertension detected","M1 [Ante Natal Care (ANC)]","7","6","13","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","8.17.3","Failures following male sterilization","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","10.9","Childhood Diseases - Measles","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","11.1.1.c","Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive","M11 [NVBDCP]","0","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","11.2.1","Kala Azar (RDT) - Tests Conducted","M11 [NVBDCP]","0","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","16.3.4","Number of Infant Deaths (1 -12 months) due to Measles","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Silchar Urban","2019-2020","April","9.2.1","Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose","M9 [CHILD IMMUNISATION]","182","194","8","368"
"Assam","Cachar","Silchar Urban","2019-2020","April","9.4.3","Child immunisation - DPT 1st Booster","M9 [CHILD IMMUNISATION]","136","87","6","217"
"Assam","Cachar","Dholai BPHC","2019-2020","April","14.7","Number of deaths occurring at Emergency Department","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","14.8.3","Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","April","16.7.4","Number of Adolscent / Adult deaths due to Other Fever Related","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","4.2","Abortion (spontaneous)","M4 [Pregnancy outcome & details of new-born]","2","NA","2","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","5.1","Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)","M5 [Complicated Pregnancies]","NA","24","24","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","14.3.1.b","Inpatient (Male)- Adults","M14 [Patient Services]","14","151","165","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","April","16.5.1","Number of Maternal Deaths due to Bleeding","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","1.6.2.c","Number of syphilis positive pregnant women treated for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","2.1.1.b","Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.)","M2 [Deliveries]","4","NA","4","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","7.2.1","RTI/STI for which treatment initiated - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","9.1.13","Child immunisation - Hepatitis-B0 (Birth Dose)","M9 [CHILD IMMUNISATION]","172","NA","172","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","10.5","Childhood Diseases - Pertussis","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","1.6.2.d","Number of babies diagnosed with  Congenital Syphilis","M1 [Ante Natal Care (ANC)]","0","0","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","April","16.1","Infant deaths within 24 hrs(1 to 23 Hrs) of birth","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","8.7","Number of complications following IUCD Insertion","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","8.17.5","Deaths following male sterilization","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","9.1.3","Child immunisation - DPT1","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","11.1.1.a","Total Blood Smears Examined for Malaria","M11 [NVBDCP]","164","0","164","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","14.1.3","Outpatient - Stroke (Paralysis)","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","14.1.4","Outpatient - Acute Heart Diseases","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","14.2.2","Ayush - Outpatient attendance","M14 [Patient Services]","617","0","617","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","April","1.1","Total number of pregnant women registered for ANC","M1 [Ante Natal Care (ANC)]","491","4","495","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","14.6.5","Emergency - Acute Caridiac Emergencies","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","16.3.2","Number of Infant Deaths (1 -12 months) due to Diarrhoea","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","1.6.2.d","Number of babies diagnosed with  Congenital Syphilis","M1 [Ante Natal Care (ANC)]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","1.6.2.e","Number of babies treated for congenital Syphilis","M1 [Ante Natal Care (ANC)]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","5.2","Number of Complicated pregnancies treated with Blood Transfusion","M5 [Complicated Pregnancies]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","8.8","Injectable Contraceptive-Antara Program- First Dose","M8 [Family Planning]","14","0","14","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","12.1.3.a","Out of registered, Girls received counselling","M12 [Adolscent Health]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","14.4.7","Inpatient - Diarrhea with dehydration","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","April","14.8.4","Operation minor (No or local anaesthesia)","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","1.2.6","Number of PW given one Albendazole tablet after 1st  trimester","M1 [Ante Natal Care (ANC)]","212","18","230","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","1.2.7","Number of PW received 4 or more ANC check ups","M1 [Ante Natal Care (ANC)]","215","13","228","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","8.8","Injectable Contraceptive-Antara Program- First Dose","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","9.1.3","Child immunisation - DPT1","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","10.1","Childhood Diseases - Pneumonia","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","13.2","Number of DOTS cases completed successfully","M13 [Directly Observed Treatment, Short-course (DOTS)]","27","0","27","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","14.6.5","Emergency - Acute Caridiac Emergencies","M14 [Patient Services]","0","NA","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","April","14.19","Total number of blood units issued in year","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","14.14.1","Number of children admitted in NRC","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","15.3.3.b","Out of the above, number screened positive","M15 [Laboratory Testing]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","April","16.4.3","Number of Child Deaths (1 -5 years) due to Fever related","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","1.2.1","Number of PW given TT1","M1 [Ante Natal Care (ANC)]","190","NA","190","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","April","1.2.5","Number of PW given 360 Calcium tablets","M1 [Ante Natal Care (ANC)]","381","NA","381","NA"
