dcterms:title,dcterms:description,dcat:theme,dcterms:created,dcterms:issued,dcterms:modified,dcterms:type,dcat:ByteSize,dcat:mediaType,dcterms:relation,dcterms:identifier,dcat:landingPage,dcterms:source,dcterms:spatial ,dcterms:temporal,dcatin:jurisdictionLevel,dcatin: applicableLegislation,dcterms:accessRight ,dct:accrualPeriodicity,dcat:temporalResolution,dcat:keyword,,dcat:theme,dcat:downloadURL,dcat:accessURL,foaf:depiction,dcat:inCatalog,dcat:contactPoint,     vCard:fn,     vcard:title,     vcard:role,     vcard:organization-name,     vcard:hasEmail,      vcard:hasAddress,               vcard:street-address,               vcard:postal-code,               vcard:locality,dcterms:rights,dcatin:hvdCategory,dcterms:accrualMethod,dcterms:creator,dcterms:publisher,dcterms:publisher,prov:qualifiedAttribution,prov:qualifiedAttribution (If there are multiple qualified attributions),dcatin:note,dcterms:license ,dcterms:language,dcterms:abstract,dcterms:alternative,dcterms:relation,dcterms:relation (For Showing Dublin Core relations amongst different mediatype resources),dcterms:relation (For Showing Dublin Core relations amongst different mediatype resources),dcterms:hasPart,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:isReplacedBy,dcterms:replaces,dcterms:isVersionOf,dcterms:hasVersion,dcat:endpointDescription,dcat:DatasetSeries,dcat:inSeries,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available,No mapping available
Delivery Post Office Geoographic Boundary (All India),"This dataset contains geographical boundary of each post office in GeoJSON data format. Along with it the resource contains Pincode, Office Name, GPO, Division Region and Circle information for each of the geojson  file.","Geospatial information, Public administration, Postal services",2025-05-09,2025-05-09,2025-05-09,Dataset,88000000 (88MB),text/csv,https://www.indiapost.gov.in/vas/pages/findpincode.aspx,8ded94de-3b80-4840-a5bb-7faad1c9c234,https://www.data.gov.in/resource/delivery-post-office-pincode-boundary,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl02052025/All_India_pincode_Boundary-19312.geojson,India,2025-05-09 / 2025-11-09,Central,National Data Sharing and Accessibility Policy (NDSAP) (2012),Registered,"""P6M ^^xsd:duration"" or an URI pointing  to ""http://example.com/duration/6MONTH""",NA,"""pincode boundary"", ""all india pincodes"","" geospatial data"", ""geojson"", ""postal boundary"", ""post office network""","""pincode boundary"", ""all india pincodes"","" geospatial data"", ""geojson"", ""postal boundary"", ""post office network""",Information and Communication,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl02052025/All_India_pincode_Boundary-19312.geojson,https://www.data.gov.in/resource/delivery-post-office-pincode-boundary,https://india-ai-cdn.s3.ap-south-1.amazonaws.com/dataset/1741760347988_KisanCallCenterQueryDataset.jpg,All India Pincode Boundary Geo JSON,,Dr. P. M. Saravanan,General Manager,Chief Data Officer,CEPT,gmcept [at] indiapost [dot] gov [dot] in,Centre for Excellence in Postal Technology,Bengaluru,560001,NA,"© 2012-2015 GOVERNMENT OF INDIA
All rights reserved except published datasets/resources and metadata. ",Geospatial,2,Department of Posts,No state department mentioned,Ministry of Communications,Department of Posts,Department of Posts,The GeoJSON is in CRS84 format.,https://www.data.gov.in/Godl,en,"This dataset contains geographical boundary of each post office in GeoJSON data format. Along with it the resource contains Pincode, Office Name, GPO, Division Region and Circle information for each of the geojson  file.",Post office GeoJSON Files,Data Service Unavailable,Data Service Unavailable,Data Service Unavailable,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,NA,NA,NA,NA,NA,NA,NA,Intentionally Kept Blank,Intentionally Kept Blank,798,767,,,,,0,,NA
District-wise Tele-Law Case Registration and Advice Enabled Data from FY 2021-22 to 2022-23,,,2023-02-24,2023-02-24,2023-02-24,Dataset,59081,application/vnd.ms-excel,,data.gov.in/resource/district-wise-tele-law-case-registration-and-advice-enabled-data-fy-2021-22-2022-23,data.gov.in/resource/district-wise-tele-law-case-registration-and-advice-enabled-data-fy-2021-22-2022-23,,,,Central,NDSAP,,Annual,Annual,,,Judiciary,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/RS_Session_260_AU_25_B.csv,data.gov.in/resource/district-wise-tele-law-case-registration-and-advice-enabled-data-fy-2021-22-2022-23,,Tele-Law Program under Designing Innovative Solution for Holistic Access to Justice (DISHA),,,,,,,,,,,,,,Department of Justice,,Ministry of Law and Justice,Department of Justice,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,894,776,7,TRUE,0,,0,,0
State/UT-wise Details of the Rainfall Observed During the Monsoon Season from 2020 to 2022,,,2024-01-23,2024-01-23,2024-01-18,Dataset,2174,text/csv,,data.gov.in/resource/stateut-wise-details-rainfall-observed-during-monsoon-season-2020-2022,data.gov.in/resource/stateut-wise-details-rainfall-observed-during-monsoon-season-2020-2022,,,,Central,NDSAP,,Quarterly,Quarterly,Science and Technology,,All,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl30082017/EightCoreData.csv,data.gov.in/resource/stateut-wise-details-rainfall-observed-during-monsoon-season-2020-2022,,Answers Data of Rajya Sabha Questions for Session 260,,,,,,,,,,,,,,Rajya Sabha,,Rajya Sabha,,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,863,774,9,TRUE,0,0,0,,0
Eight Core Industries (Base Year 2011-12) till last month,,,2017-09-21,2025-06-27,2017-09-14,Dataset,20087,text/csv,,data.gov.in/resource/eight-core-industries-base-year-2011-12-till-last-month,data.gov.in/resource/eight-core-industries-base-year-2011-12-till-last-month,,,,Central,NDSAP,,Monthly,Monthly,Industries;Manufacturing,,Industries;Manufacturing,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/RS_Session_254_AU_1917.csv,data.gov.in/resource/eight-core-industries-base-year-2011-12-till-last-month,,Eight Core Industries,,,,,,,,,,,,,,Office of the Economic Adviser,,Ministry of Commerce and Industry,Department for Promotion of industry and Internal Trade,Office of the Economic Adviser,4,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/resource/cc473f03-4db1-4c34-949e-481bdb3da490?api-key=579b464db66ec23bdd000001cdc3b564546246a772a26393094f5645&offset=0&limit=all&format=csv,,,,,,,,,,,,,753,770,2,TRUE,1,3630481,1,1,1
State/UT-wise Number of UDID Card Generated as on 28.07.2021,,,2022-03-30,2022-03-30,2022-03-25,Dataset,840,text/csv,,data.gov.in/resource/stateut-wise-number-udid-card-generated-28072021,data.gov.in/resource/stateut-wise-number-udid-card-generated-28072021,,,,Central,NDSAP,,Quarterly,Others,Social Development,,All,https://data.gov.in/files/ogdpv2dms/s3fs-public/youth-hostel.csv,data.gov.in/resource/stateut-wise-number-udid-card-generated-28072021,,Answers Data of Rajya Sabha Questions for Session 254,,,,,,,,,,,,,,Rajya Sabha,,Rajya Sabha,,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,474,766,,TRUE,0,0,1,1,0
State-wise Details of Youth Hostels - 2023,,,2023-06-28,2025-02-14,2023-05-30,Dataset,8425,text/csv,,data.gov.in/resource/state-wise-details-youth-hostels-2023,data.gov.in/resource/state-wise-details-youth-hostels-2023,,,,Central,NDSAP,,Annual,Annual,Youth and Sports,,Youth and Sports,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/importexport202223_0.csv,data.gov.in/resource/state-wise-details-youth-hostels-2023,,Youth Hostel Scheme,,,,,,,,,,,,,,Department of Youth Affairs,,Ministry of Youth Affairs and Sports,Department of Youth Affairs,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,851,760,3,TRUE,0,,0,,0
Import & Export of Petroleum Products - Volumes for Year - 2022-23,,,2023-04-27,2023-04-27,2023-04-27,Dataset,1996,text/csv,,data.gov.in/resource/import-export-petroleum-products-volumes-year-2022-23,data.gov.in/resource/import-export-petroleum-products-volumes-year-2022-23,,,,Central,NDSAP,,Monthly,Monthly,,,Non Renewable,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/GDP_QE_Constant_2011-12_Prices.csv,data.gov.in/resource/import-export-petroleum-products-volumes-year-2022-23,,Import & Export of Petroleum Products,,,,,,,,,,,,,,Petroleum Planning & Analysis Cell (PPAC),,Ministry of Petroleum and Natural Gas,Petroleum Planning & Analysis Cell (PPAC),,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,783,755,,TRUE,0,,1,1,0
Quarterly Estimates of GDP at Constant (2011-12) Prices from 2011-12 to 2022-23,"This dataset provides quarterly estimates of India’s Gross Domestic Product (GDP) and Gross Value Added (GVA) at current prices, based on the 2011-12 base year series, covering the period from 2011-12 (Q1) to 2022-23 (Q1). Quarter-on-quarter and year-on-year growth rates and GDP ratios are also provided for India’s economic structure and trends over time.","Commerce, Industries, Economy, Statistics",2022-04-05,2022-06-09,2022-04-04,Dataset,20034,text/csv,,data.gov.in/resource/quarterly-estimates-gdp-constant-2011-12-prices-2011-12-2022-23,data.gov.in/resource/quarterly-estimates-gdp-constant-2011-12-prices-2011-12-2022-23,,,,Central,NDSAP,,Quarterly,Quarterly,Macro Economy,,Finance;Economy;Statistics,https://data.gov.in/files/ogdpv2dms/s3fs-public/NCRB_Table_1A.1.csv,data.gov.in/resource/quarterly-estimates-gdp-constant-2011-12-prices-2011-12-2022-23,,Quarterly Estimates of GDP at Constant Prices,,,,,,,,,,,,,,Ministry of Statistics and Programme Implementation,,Ministry of Statistics and Programme Implementation,,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,783,747,,TRUE,0,,1,,0
State/UT-wise Number of Indian Penal Code (IPC) Crimes from 2020 to 2022,,,2024-04-12,2025-06-02,2024-04-10,Dataset,2077,text/csv,,data.gov.in/resource/stateut-wise-number-indian-penal-code-ipc-crimes-2020-2022,data.gov.in/resource/stateut-wise-number-indian-penal-code-ipc-crimes-2020-2022,,,,Central,NDSAP,,Annual,Annual,Army,,Police,,data.gov.in/resource/stateut-wise-number-indian-penal-code-ipc-crimes-2020-2022,,Crime in India - 2022,,,,,,,,,,,,,,National Crime Records Bureau (NCRB),,Ministry of Home Affairs,Department of States,National Crime Records Bureau (NCRB),1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,325,732,,TRUE,0,0,1,,0
List of MSME Registered Units under Udyog Aadhaar Memorandum - Andhra Pradesh,,,2019-11-21,2020-01-02,2019-11-19,Dataset,11686,application/json,,data.gov.in/resource/list-msme-registered-units-under-udyog-aadhaar-memorandum-andhra-pradesh,data.gov.in/resource/list-msme-registered-units-under-udyog-aadhaar-memorandum-andhra-pradesh,,,,Central,NDSAP,,Daily,Daily,Medium;Micro;Small Scale,,Medium;Micro;Small Scale,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/RF_NE_1901-2021.csv,data.gov.in/resource/list-msme-registered-units-under-udyog-aadhaar-memorandum-andhra-pradesh,,List of MSME Registered Units  under Udyog Aadhaar Memorandum till last date,,,,,,,,,,,,,,"Ministry of Micro, Small and Medium Enterprises",,"Ministry of Micro, Small and Medium Enterprises",,,2,https://www.data.gov.in/Godl,en,,,https://api.data.gov.in/catalog/2c895ab9-8042-4653-bfeb-7dc71281fd57?api-key=579b464db66ec23bdd000001cdd3946e44ce4aad7209ff7b23ac571b&format=json&offset=0&limit=10&filters[State]=ANDHRA%20PRADESH,,,,,,,,,,,,,1407,727,19,FALSE,1,6714764,0,0,1
Rainfall in NE India and its departure from normal for Monsoon session from 1901-2021,,,2023-01-16,2023-01-16,2022-08-01,Dataset,4363,text/csv,,data.gov.in/resource/rainfall-ne-india-and-its-departure-normal-monsoon-session-1901-2021,data.gov.in/resource/rainfall-ne-india-and-its-departure-normal-monsoon-session-1901-2021,,,,Central,NDSAP,,Annual,Annual,Earth Sciences,,Science and Technology;Earth Sciences,,data.gov.in/resource/rainfall-ne-india-and-its-departure-normal-monsoon-session-1901-2021,,Departure of Rainfall data,,,,,,,,,,,,,,"India Meteorological Department (IMD), Pune",,Ministry of Earth Sciences,India Meteorological Department (IMD),"India Meteorological Department (IMD), Pune",1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,508,710,3,TRUE,0,,0,,0
Digital Seismotectonic Atlas of India and its Environs,,,2022-05-12,2022-05-12,2022-05-09,Dataset,,WMS,,data.gov.in/resource/digital-seismotectonic-atlas-india-and-its-environs-0,data.gov.in/resource/digital-seismotectonic-atlas-india-and-its-environs-0,,,,Central,NDSAP,,One-time,One-time,Earth Sciences,,Governance and Administration;Union/State Government Administration;Union/State Government Administration;Mining;Mining;Coastal & Island;Earth Sciences;Marine Science;Polar Science;Research & Development,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/Atal_Jal_Disclosed_Ground_Water_Level-2015-2022.csv,data.gov.in/resource/digital-seismotectonic-atlas-india-and-its-environs-0,,BHUKOSH,,,,,,,,,,,,,,Geological Survey of India,,Ministry of Mines,Geological Survey of India,,2,https://www.data.gov.in/Godl,en,,,https://bhukosh.gsi.gov.in/arcgis/services/Seismotectonic/Seismotectonic/MapServer/WMSServer?request=GetCapabilities&service=WMS,,,,,,,,,,,,,902,702,5,TRUE,0,7073635,0,,1
Disclosed Ground Water Level Data under Atal Bhujal Yojana from 2015 to 2022,,,2023-05-31,2023-05-31,2023-05-30,Dataset,1162976,text/csv,,data.gov.in/resource/disclosed-ground-water-level-data-under-atal-bhujal-yojana-2015-2022,data.gov.in/resource/disclosed-ground-water-level-data-under-atal-bhujal-yojana-2015-2022,,,,Central,NDSAP,,Semiannual,Biannual,,,Ground Water,,data.gov.in/resource/disclosed-ground-water-level-data-under-atal-bhujal-yojana-2015-2022,,Ground Water Level Data under Atal Bhujal Yojana,,,,,,,,,,,,,,Ministry of Jal Shakti,,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,153,680,5,TRUE,0,,0,,0
Digital Seismotectonic Atlas of India and its Environs,,,2013-08-08,2021-08-12,2013-08-08,Dataset,163,WMS,,data.gov.in/resource/digital-seismotectonic-atlas-india-and-its-environs,data.gov.in/resource/digital-seismotectonic-atlas-india-and-its-environs,,,,Central,NDSAP,,One-time,One-time,Mining;Others,,Mining;Others,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/2.3.27_Uttarpradesh_rtyb_2010_11_1.csv,data.gov.in/resource/digital-seismotectonic-atlas-india-and-its-environs,,Digital Seismotectonic Atlas of India and its Environs,,,,,,,,,,,,,,Geological Survey of India,,Ministry of Mines,Geological Survey of India,,2,https://www.data.gov.in/Godl,en,,,https://bhukosh.gsi.gov.in/arcgis/services/Seismotectonic/Seismotectonic/MapServer/WMSServer?request=GetCapabilities&service=WMS,,,,,,,,,,,,,1553,676,59,FALSE,1,,0,0,0
Number of Newly Registered Motor Vehicles in 2009-10 and 2010-11 and Number of Registered Motor Vehicles as on 31st March 2010 and as on 31st March 2011 in Uttar Pradesh,,,2014-05-08,2016-09-01,2014-04-28,Dataset,2516,text/csv,,data.gov.in/resource/number-newly-registered-motor-vehicles-2009-10-and-2010-11-and-number-registered-motor-25,data.gov.in/resource/number-newly-registered-motor-vehicles-2009-10-and-2010-11-and-number-registered-motor-25,,,,Central,NDSAP,,Annual,Annual,Transport;Road Transport,,Transport;Road Transport,https://data.gov.in/files/ogdpv2dms/s3fs-public/GDP_QE_Current_Prices_2011-12_Series.csv,data.gov.in/resource/number-newly-registered-motor-vehicles-2009-10-and-2010-11-and-number-registered-motor-25,,Number of Newly Registered Motor Vehicles and Number of Registered Motor Vehicles in Uttar Pradesh,,,,,,,,,,,,,,Ministry of Road Transport and Highways,,Ministry of Road Transport and Highways,,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,305,675,,TRUE,1,,1,1,
"Quarterly Estimates of Gross Domestic Product (GDP) at Current Prices, Base Year 2011-12 (2011-12 to 2022-23)","This dataset provides quarterly estimates of India’s Gross Domestic Product (GDP) and Gross Value Added (GVA) at current prices, based on the 2011-12 base year series, covering the period from 2011-12 (Q1) to 2022-23 (Q1). Quarter-on-quarter and year-on-year growth rates and GDP ratios are also provided for India’s economic structure and trends over time.","Economy, Macro Economy",2022-04-04,2022-05-04,2025-02-06,Dataset,20283(20.28 KB),text/csv,https://mospi.gov.in/,f338e1f1-b527-454e-b0ee-089f3de3f0fa,data.gov.in/resource/quarterly-estimates-gdp-current-prices-2011-12-series-2011-12-2022-23,NA,India,2011-04-01 / 2022-06-30,Central,National Data Sharing and Accessibility Policy (NDSAP) (2012),Registered,NA,"""P3M""^^xsd:duration
","""gross domestic product,"" ,""gdp at current prices"", ""quarterly gdp estimates"", ""macro economy"", ""national accounts"", ""india economy"", ""mospi"", ""time-series"", ""2011-12 to 2022-23""","""gross domestic product,"" ,""gdp at current prices"", ""quarterly gdp estimates"", ""macro economy"", ""national accounts"", ""india economy"", ""mospi"", ""time-series"", ""2011-12 to 2022-23""","
Economy, Macro Economy, Finance, statistics
",https://data.gov.in/files/ogdpv2dms/s3fs-public/GDP_QE_Current_Prices_2011-12_Series.csv,data.gov.in/resource/quarterly-estimates-gdp-current-prices-2011-12-series-2011-12-2022-23,https://india-ai-cdn.s3.ap-south-1.amazonaws.com/dataset/1741760347988_KisanCallCenterQueryDataset.jpg,Quarterly Estimates of GDP at Current Prices,,Shri Kanishk Kant Srivastava,Deputy Director General (DDG),Chief Data Officer,Ministry of Statistics and Programme Implementation,kanishk [dot] kant [at] nic [dot] in,"DIID, Level 3 , New Delhi","East Block-10, Sector-1,",110022,R.K. Puram,"© 2012-2015 GOVERNMENT OF INDIA
All rights reserved except published datasets/resources and metadata. ",Statistics,1,Ministry of Statistics and Programme Implementation,,Ministry of Statistics and Programme Implementation,,,"Quarterly GDP and GVA estimates at current prices (2011-12 base year), covering key economic sectors and aggregates from 2011-12 to 2022-23.",https://www.data.gov.in/Godl,en,"Get data on Quarterly Estimates of GDP at Current Prices. Besides GDP data contains various Macro economic key parameters like Capital Formation, Net income, Savings, Government Final Consumption Expenditure etc . Growth rates and sectoral breakups are also provided.","India Quarterly GDP & GVA at Current Prices (2011-12 base), 2011-12 Q1–2022-23 Q1",https://api.data.gov.in/resource/aba11592-9468-4453-af00-e367f30de0de?api-key=579b464db66ec23bdd000001cdd3946e44ce4aad7209ff7b23ac571b&format=json,,,NA,NA,NA,NA,NA,NA,NA,NA,Quarterly Estimates of GDP at Current Prices,"Quarterly Estimates of GDP at Current Prices
dcat prev: https://www.data.gov.in/resource/quarterly-estimates-gdp-current-prices-2004-05-series-2004-05-2013-14-30052014
",817,670,1,TRUE,1,,1,NA,FALSE
Boundaries of Agro-climatic regions,,,2022-09-28,2022-09-28,2022-09-16,Dataset,,application/zip,,data.gov.in/resource/boundaries-agro-climatic-regions,data.gov.in/resource/boundaries-agro-climatic-regions,,,,Central,NDSAP,,One-time,One-time,Ground Water;Surface Water,,Ground Water;Surface Water,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/datafile/Table_2A_State_Uts.csv,data.gov.in/resource/boundaries-agro-climatic-regions,,Boundaries of Region,,,,,,,,,,,,,,National Water Informatics Centre,,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,2,https://www.data.gov.in/Godl,en,,,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl15092022/Agroclimatic_regions.zip,,,,,,,,,,,,,769,663,,TRUE,0,,0,,0
"State-wise Population, Decadal Population Growth rate and Population Density - 2011",,,2017-03-28,2021-12-10,2017-02-10,,1506,text/csv,,data.gov.in/resource/state-wise-population-decadal-population-growth-rate-and-population-density-2011-0,data.gov.in/resource/state-wise-population-decadal-population-growth-rate-and-population-density-2011-0,,,,Central,NDSAP,,Annual,Annual,Health and Family welfare;Family Welfare;Health,,Health and Family welfare;Family Welfare;Health,https://data.gov.in/files/ogd20/ogdpv2dms/s3fs-public/RS_Session_258_AU_142_A_and_B.iii_.csv,data.gov.in/resource/state-wise-population-decadal-population-growth-rate-and-population-density-2011-0,,Rural Health Statistics - 2016,,,,,,,,,,,,,,Department of Health and Family Welfare,,Ministry of Health and Family Welfare,Department of Health and Family Welfare,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,3956,658,,TRUE,1,,1,1,
"State-wise Details of the Infant Mortality Rate, Institutional Delivery and Prevalence of Under Weight Children under five years of Age (in Reply to Unstarred Question on 07 December, 2022)",,,2023-05-19,2023-05-19,2023-05-17,,745,text/csv,,data.gov.in/resource/state-wise-details-infant-mortality-rate-institutional-delivery-and-prevalence-under,data.gov.in/resource/state-wise-details-infant-mortality-rate-institutional-delivery-and-prevalence-under,,,,Central,NDSAP,,Quarterly,Quarterly,Social Development,,All,https://data.gov.in/files/ogdpv2dms/s3fs-public/QES.csv,data.gov.in/resource/state-wise-details-infant-mortality-rate-institutional-delivery-and-prevalence-under,,Answers Data of Rajya Sabha Questions for Session 258,,,,,,,,,,,,,,Rajya Sabha,,Rajya Sabha,,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,2206,657,,TRUE,0,0,1,,0
Sector wise Estimated Number of Workers under Fourth Round of Quarterly Employment Survey from Jan to March 2022,,,2023-03-25,2025-02-18,2023-03-20,,296,text/csv,,data.gov.in/resource/sector-wise-estimated-number-workers-under-fourth-round-quarterly-employment-survey-jan,data.gov.in/resource/sector-wise-estimated-number-workers-under-fourth-round-quarterly-employment-survey-jan,,,,Central,NDSAP,,Quarterly,Quarterly,,,Employment,,data.gov.in/resource/sector-wise-estimated-number-workers-under-fourth-round-quarterly-employment-survey-jan,,Quarterly Employment Survey (QES),,,,,,,,,,,,,,Ministry of Labour and Employment,,Ministry of Labour and Employment,,,1,https://www.data.gov.in/Godl,en,,,,,,,,,,,,,,,,486,644,3,TRUE,0,,1,,0
Shape file of reservoir,,,2022-09-28,2022-09-28,2022-09-16,,,application/zip,,data.gov.in/resource/shape-file-reservoir,data.gov.in/resource/shape-file-reservoir,,,,Central,NDSAP,,One-time,One-time,Ground Water;Surface Water,,Ground Water;Surface Water,,data.gov.in/resource/shape-file-reservoir,,Boundaries of Water Resources Projects,,,,,,,,,,,,,,National Water Informatics Centre,,"Department of Water Resources, River Development & Ganga Rejuvenation",Ministry of Jal Shakti,National Water Informatics Centre,2,https://www.data.gov.in/Godl,en,,,https://data.gov.in/files/ogdpv2dms/s3fs-public/dataurl15092022/Reservoir.zip,,,,,,,,,,,,,568,640,,TRUE,0,,0,,0
